"Probe_Set_ID"	"AT_number"	"Description"	"CO2_pvalue"	"Dev_pvalue"	"CO2byDev_pvalue"	"percentchangeco2_primordia"	"percentchangeco2_expanding"	"percentchangeco2_fullexpand"	"Kmeans_cluster"	"mapman_bin"
"247370_at"	"At5g63320"	"not assigned.unknown"	0.4727	0.0139	0.8404	1.41496737546523	3.45482914085107	11.2409471389147	5	"35.2"
"247371_at"	"At5g63110"	"RNA.regulation of transcription.HDA"	0.3357	9.999e-05	0.7438	0.0677288642109899	6.3175544140365	9.87547967734357	7	"27.3.55"
"247372_at"	"At5g63280"	"RNA.regulation of transcription.unclassified"	0.6796	0.0082	0.791	-2.4569802129957	6.19747971452365	2.89253488001651	3	"27.3.99"
"247373_at"	"At5g63150"	"not assigned.unknown"	0.6615	9.999e-05	0.696	9.49458646713511	-5.55934261516072	6.3624326628335	7	"35.2"
"247374_at"	"At5g63190"	"DNA.unspecified"	0.3395	9.999e-05	0.5205	1.4659099252411	18.987826986467	0.110085483079053	4	"28.99"
"247375_at"	"At5g63135"	"not assigned.unknown"	0.1565	9.999e-05	0.3035	-0.926649547839668	17.3874869256493	4.04795746539393	7	"35.2"
"247376_at"	"At5g63310"	"nucleotide metabolism.phosphotransfer and pyrophosphatases.nucleoside diphosphate kinase"	0.3568	9.999e-05	0.6483	2.3801444653701	-11.4612445468601	-9.01834556182222	5	"23.4.10"
"247377_at"	"At5g63180"	"cell wall.degradation.pectate lyases and polygalacturonases"	0.0586	9.999e-05	0.1294	-22.0101977500202	7.49941909117004	-18.9902711393593	4	"10.6.3"
"247378_at"	"At5g63120"	"RNA.processing"	0.5716	7e-04	0.1697	3.93411201632384	-9.50184796860509	15.7931559919928	7	"27.1"
"247380_at"	"At5g63380"	"secondary metabolism.phenylpropanoids"	0.0471	9.999e-05	0.7104	-11.7259340568304	-19.4659838342269	-7.73160973583099	4	"16.2"
"247382_at"	"At5g63400"	"nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase"	0.4223	9.999e-05	0.4021	1.34585112834342	-7.99909229445895	-0.21132009467983	7	"23.4.1"
"247383_at"	"At5g63410"	"signalling.receptor kinases.leucine rich repeat VI"	0.6853	9.999e-05	0.6186	-2.48991850727529	0.735973737064064	7.13924238418203	4	"30.2.6"
"247384_at"	"At5g63370"	"protein.postranslational modification.kinase"	0.4278	9e-04	0.0268	-10.3711022914265	10.7243814512015	9.11535151105493	4	"29.4.1"
"247385_at"	"At5g63420"	"development.unspecified"	0.1227	9.999e-05	0.4633	-0.624129960122307	-14.5813436253025	-23.1301426854449	5	"33.99"
"247386_at"	"At5g63430"	"development.unspecified"	0.5159	9.999e-05	0.006	12.9002854886806	-22.3218988281029	5.09218184686134	5	"33.99"
"247388_s_at"	"At5g63470"	"RNA.regulation of transcription.CCAAT box binding factor family, HAP5"	0.0551	9.999e-05	0.1491	-5.57511146870494	-0.281709381205603	-20.1474541863272	4	"27.3.16"
"247389_at"	"At5g63490"	"not assigned.no ontology"	0.021	0.0041	0.0019	3.61772360292346	-6.23843219218613	35.9418243434058	7	"35.1"
"247390_at"	"At5g63520"	"protein.degradation.ubiquitin.E3.SCF.FBOX"	0.0359	0.0192	0.6558	-5.01446360894114	-14.0595286272459	-13.6971933964643	1	"29.5.11.4.3.2"
"247392_at"	"At5g63570"	"tetrapyrrole synthesis.GSA"	0.0441	9.999e-05	0.021	9.4761083939863	-24.7033249506514	-11.4187140752816	5	"19.3"
"247394_at"	"At5g62860"	"protein.degradation.ubiquitin.E3.SCF.FBOX"	0.2242	4e-04	0.075	-14.6052427485652	27.2066723524916	21.7206063088898	4	"29.5.11.4.3.2"
"247399_at"	"At5g62960"	"not assigned.unknown"	0.0463	9.999e-05	0.6471	-17.6287676077484	-4.93933541624612	-17.1745533625127	7	"35.2"
"247400_at"	"At5g62840"	"not assigned.no ontology"	0.2575	9.999e-05	0.5467	2.05084429042232	-10.7189573598761	-15.5324289482896	4	"35.1"
"247401_at"	"At5g62790"	"secondary metabolism.isoprenoids.non-mevalonate pathway.DXR"	0.0249	9.999e-05	0.1829	0.628079087805067	-12.887962317141	-14.453531596208	5	"16.1.1.2"
"247403_at"	"At5g62740"	"not assigned.no ontology"	0.0381	9.999e-05	0.5807	8.40681027361323	6.00612216133916	18.3485667264129	4	"35.1"
"247404_at"	"At5g62890"	"transport.misc"	0.0596	9.999e-05	0.7024	-3.57298951718744	-10.6585145515103	-10.3328702981918	4	"34.99"
"247405_at"	"At5g62880"	"signalling.G-proteins"	1e-04	9.999e-05	0.1784	-5.01440729162239	-12.6912167246926	-13.2875710511362	7	"30.5"
"247406_at"	"At5g62920"	"RNA.regulation of transcription.ARR"	0.6714	9.999e-05	0.5992	0.764958673574104	-4.01246790408911	12.318961344031	4	"27.3.5"
"247407_at"	"At5g62900"	"not assigned.unknown"	0.2337	9.999e-05	0.7842	6.03058225172562	18.3718843233937	4.91448803077452	4	"35.2"
"247409_at"	"At5g62980"	"C1-metabolism.dihydroneopterin aldolase"	0.4464	9.999e-05	0.3819	5.79700161852748	-11.3212391514654	-5.32731903786137	7	"25.9"
"247410_at"	"At5g62990"	"not assigned.unknown"	0.7184	1e-04	0.328	11.6274378463934	-16.6373797946898	19.535331807547	7	"35.2"
"247411_at"	"At5g63000"	"not assigned.unknown"	0.0505	9e-04	0.1467	1.93077543769664	26.3196649147614	3.29357101371577	2	"35.2"
"247412_at"	"At5g63010"	"not assigned.no ontology"	0.1224	9.999e-05	0.7241	-3.91527203112457	-16.7130818846809	-14.4244534340255	7	"35.1"
"247414_at"	"At5g63050"	"not assigned.unknown"	0.0512	9.999e-05	0.0118	10.6681492594279	-28.2850875362561	-8.26078322006492	5	"35.2"
"247415_at"	"At5g63060"	"transport.misc"	0.0122	9.999e-05	0.6157	-6.98723945951749	-14.2530055564434	-16.4705306914794	4	"34.99"
"247417_at"	"At5g63040"	"not assigned.unknown"	0.1313	0.0073	0.2975	4.4273859859362	-17.7402351791443	-15.7176742990284	4	"35.2"
"247418_at"	"At5g63030"	"redox.glutaredoxins"	0.1378	9.999e-05	0.1802	-2.5894063229134	27.0340115932213	4.63083557323193	4	"21.4"
"247419_at"	"At5g63080"	"RNA.regulation of transcription.JUMONJI family"	0.4095	9.999e-05	0.1504	-8.29952865522686	13.7635435841275	7.24795663441676	4	"27.3.57"
"247420_at"	"At5g63100"	"not assigned.unknown"	0.8042	0.0215	0.2888	14.5939844282418	-11.2812422837389	-6.58417252229586	7	"35.2"
"247422_at"	"At5g62810"	"protein.targeting.peroxisomes"	0.0428	9.999e-05	0.0249	3.77558297853948	-12.887943102673	-4.86149979514899	4	"29.3.5"
"247426_at"	"At5g62570"	"signalling.calcium"	0.0086	9.999e-05	0.0951	2.03406703731513	47.1004019691974	16.7969567556696	4	"30.3"
"247427_at"	"At5g62580"	"not assigned.unknown"	0.0862	9.999e-05	0.8609	-10.6433946386954	-5.66539371239385	-12.521366655181	7	"35.2"
"247428_at"	"At5g62590"	"not assigned.no ontology"	0.2398	0.3429	0.035	-8.87192688690318	6.89468310240775	18.7093288468969	6	"35.1"
"247429_at"	"At5g62620"	"cell wall.hemicellulose synthesis"	0.0806	9.999e-05	0.4016	2.15513100757717	14.6653858975311	30.5094687978056	4	"10.3"
"247430_at"	"At5g62610"	"RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family"	0.0524	0.0366	0.0742	-14.228842080894	0.599765288886172	-2.77822264389874	4	"27.3.6"
"247432_at"	"At5g62500"	"cell.organisation"	0.055	9.999e-05	0.4349	-3.27834471769517	-9.82798755237557	-18.0804994394496	7	"31.1"
"247433_at"	"At5g62540"	"protein.degradation.ubiquitin.E2"	0.9663	3e-04	0.9318	2.06873647040054	-1.71127023953968	0.194796114694712	7	"29.5.11.3"
"247434_at"	"At5g62575"	"not assigned.unknown"	0.5451	0.0023	0.905	4.37441001218912	-0.169050294917496	3.74925483834413	7	"35.2"
"247436_at"	"At5g62530"	"amino acid metabolism.degradation.glutamate family.proline"	0.9725	9.999e-05	0.0268	14.2455693433418	-3.60011754008159	-9.52498949163147	7	"13.2.2.2"
"247439_at"	"At5g62670"	"transport.p- and v-ATPases"	0.033	9.999e-05	0.022	6.44351979905147	-11.4212127687767	-17.8304936024651	4	"34.1"
"247440_at"	"At5g62680"	"transport.peptides and oligopeptides"	0.847	9.999e-05	0.6912	-1.62808447192043	-2.52836670169025	7.53891630146884	4	"34.13"
"247441_at"	"At5g62710"	"signalling.receptor kinases.leucine rich repeat XIII"	0.411	9.999e-05	0.5683	3.35492758951475	-11.0405854796712	-5.77468452677951	7	"30.2.13"
"247442_s_at"	"At5g62690"	"cell.organisation"	0.0162	9.999e-05	0.1047	1.3458402079374	-16.9193213502336	-11.2386833178363	7	"31.1"
"247443_at"	"At5g62720"	"not assigned.no ontology"	0.103	9.999e-05	0.063	37.4341684124767	1.92485409572653	-2.01851274271281	4	"35.1"
"247444_at"	"At5g62630"	"not assigned.unknown"	0.131	9.999e-05	0.1286	-5.63910632746248	13.3788820238328	14.5462196323264	4	"35.2"
"247445_at"	"At5g62640"	"not assigned.no ontology.proline rich family"	0.5131	9.999e-05	0.0367	8.84823644583819	-21.2632475105707	5.78833539521348	7	"35.1.42"
"247446_at"	"At5g62650"	"not assigned.unknown"	0.2242	0.0705	0.029	10.1263560570871	-6.34448584578281	-16.9497755808903	1	"35.2"
"247449_at"	"At5g62290"	"transport.unspecified anions"	0.2101	9.999e-05	0.0963	-6.11706754319304	-19.810796201975	8.47101743007702	7	"34.18"
"247450_at"	"At5g62350"	"misc.invertase/pectin methylesterase inhibitor family protein"	0.0448	0.001	0.3319	-13.7339372262705	-0.663454999649608	-8.08986106359045	4	"26.18"
"247453_at"	"At5g62440"	"not assigned.unknown"	0.8985	9.999e-05	0.0051	0.696291123786452	-23.1589987018637	32.0873509341711	7	"35.2"
"247454_at"	"At5g62450"	"not assigned.unknown"	0.0255	9.999e-05	0.1058	-1.26114858859607	17.2021488158268	38.1687356717807	7	"35.2"
"247459_at"	"At5g62200"	"development.unspecified"	0.2187	9.999e-05	0.4813	-0.825785204887956	5.9582416140871	12.1101200336276	4	"33.99"
"247460_at"	"At5g62050"	"transport.peptides and oligopeptides"	0.3918	3e-04	0.2353	6.49756843949787	-6.5766253653162	12.1480755856994	4	"34.13"
"247464_at"	"At5g62070"	"signalling.calcium"	0.0123	9.999e-05	0.0967	7.23901725107072	5.07725199210347	34.4323156058785	7	"30.3"
"247465_at"	"At5g62190"	"RNA.processing.RNA helicase"	0.1462	9.999e-05	0.2831	2.86641164489045	-9.19523237833239	-10.8472704817031	7	"27.1.2"
"247467_at"	"At5g62130"	"not assigned.no ontology"	0.1233	9.999e-05	0.6797	-4.54713741774138	-8.18584346353129	-15.9032175286652	4	"35.1"
"247468_at"	"At5g62010"	"RNA.regulation of transcription.ARF, Auxin Response Factor family"	0.476	9.999e-05	0.3699	4.33900772246768	7.16041246973378	-3.98810623407024	4	"27.3.4"
"247470_at"	"At5g62220"	"misc.UDP glucosyl and glucoronyl transferases"	0.0562	9.999e-05	0.5851	-14.1707509301603	-2.57242699919175	-13.0524359428336	4	"26.2"
"247478_at"	"At5g62360"	"misc.invertase/pectin methylesterase inhibitor family protein"	0.1088	0.0046	0.3306	-3.99649902824738	30.609604087131	35.1618772275254	6	"26.18"
"247480_at"	"At5g62390"	"signalling.calcium"	0.6416	9.999e-05	0.7959	-1.79442085457396	-5.98454957411341	1.56049958027206	7	"30.3"
"247486_at"	"At5g62140"	"not assigned.unknown"	0.4622	9.999e-05	0.8714	-0.438931951277994	-5.60188729761339	-7.59080781839359	4	"35.2"
"247487_at"	"At5g62150"	"cell wall.degradation"	0.0323	0.0198	0.0919	81.1950439648281	-10.5984178791967	43.7743982756556	4	"10.6"
"247488_at"	"At5g61820"	"not assigned.unknown"	0.5316	9.999e-05	0.0669	-34.3852380404343	7.69358555684479	16.008687559006	4	"35.2"
"247489_at"	"At5g61830"	"misc.short chain dehydrogenase/reductase (SDR)"	0.3703	9.999e-05	0.4838	10.1262574295779	0.895395281332834	-0.245095852109653	7	"26.22"
"247491_at"	"At5g61880"	"not assigned.no ontology"	0.0941	9.999e-05	0.0235	2.9533912311807	-41.6232008451076	5.93141512513937	7	"35.1"
"247493_at"	"At5g61900"	"signalling.calcium"	0.0158	9.999e-05	0.3688	7.00273179832285	42.3980168331304	23.9654154907416	4	"30.3"
"247494_at"	"At5g61790"	"signalling.calcium"	0.0066	0.0089	0.1101	1.86164544849645	23.919915815628	39.3192027452993	7	"30.3"
"247495_at"	"At5g61760"	"minor CHO metabolism.myo-inositol.InsP-Kinases"	0.2789	0.001	0.8525	2.62344846631988	6.43770715394308	10.471686716113	3	"3.4.2"
"247496_at"	"At5g61840"	"misc.UDP glucosyl and glucoronyl transferases"	0.3466	9.999e-05	0.9335	-3.54033489855108	-1.93283438694153	-5.31130881243272	7	"26.2"
"247497_at"	"At5g61770"	"protein.synthesis.misc ribosomal protein.BRIX"	0.7719	9.999e-05	0.7105	4.46277764285083	-4.48759479075396	4.63089295853426	7	"29.2.2.50"
"247498_at"	"At5g61810"	"transport.metabolite transporters at the mitochondrial membrane"	0.3694	0.0148	0.3371	-10.4466633720572	-7.91611542046042	5.71657014020224	7	"34.9"
"247500_at"	"At5g61910"	"not assigned.unknown"	0.1046	9.999e-05	0.2044	-0.993899016963273	9.87758188078409	40.6101873448198	7	"35.2"
"247505_at"	"At5g61970"	"protein.targeting.secretory pathway.unspecified"	0.5045	9.999e-05	0.701	-0.388479111283426	1.28297852893607	6.75913665509825	7	"29.3.4.99"
"247506_at"	"At5g61960"	"cell.division"	0.7944	0.0294	0.5936	-0.641007461260263	4.08625306392625	-6.44214445452307	4	"31.2"
"247510_at"	"At5g62030"	"not assigned.no ontology"	0.1683	0.0151	0.1438	-3.63770957667119	3.75790424570913	-36.013754126959	7	"35.1"
"247513_at"	"At5g61510"	"misc.oxidases - copper, flavone etc."	0.0652	0.0069	0.0675	-4.91779309568341	11.8795779978508	16.7373674763362	6	"26.7"
"247514_at"	"At5g61640"	"protein.postranslational modification"	0.1401	9.999e-05	0.1012	-7.86333368565691	14.0976042953239	24.0489678622156	4	"29.4"
"247517_at"	"At5g61780"	"RNA.regulation of transcription.Zn-finger(CCHC)"	0.5783	9.999e-05	0.8985	4.87013976494111	-0.394075611889858	3.32871326764532	7	"27.3.73"
"247520_at"	"At5g61310"	"mitochondrial electron transport / ATP synthesis.cytochrome c oxidase"	0.7299	9.999e-05	0.1621	-12.8536231418095	-4.70316274623003	13.4074341954488	7	"9.7"
"247521_at"	"At5g61450"	"not assigned.unknown"	0.2961	7e-04	0.678	0.645251349588562	14.2258456662221	4.66585274263976	2	"35.2"
"247522_at"	"At5g61340"	"not assigned.unknown"	0.0742	9.999e-05	0.0284	-27.5699877888834	-15.6156366332738	12.9481100361164	3	"35.2"
"247523_at"	"At5g61410"	"PS.calvin cyle.RPE"	0.0367	9.999e-05	0.3354	-0.859400358963593	-9.52250953717468	-11.7777792961483	4	"1.3.11"
"247524_at"	"At5g61440"	"redox.thioredoxin"	0.162	9.999e-05	0.4693	-0.43906941261013	-9.5840282471212	-19.8495446170504	7	"21.1"
"247525_at"	"At5g61380"	"RNA.regulation of transcription.Psudo ARR transcription factor family"	0.3766	0.0046	0.8676	4.88779003423355	0.53165320625846	5.93143285018987	4	"27.3.66"
"247527_at"	"At5g61480"	"signalling.receptor kinases.leucine rich repeat XI"	0.77	9.999e-05	0.7731	8.66448392799303	-2.35210410715943	-0.177178727682814	5	"30.2.11"
"247529_at"	"At5g61520"	"transporter.sugars"	0.1057	9.999e-05	0.7584	12.5190506735087	10.3258887387097	3.62633558767949	4	"34.2"
"247530_at"	"At5g61540"	"amino acid metabolism.degradation.aspartate family.asparagine.L-asparaginase"	0.4705	0.0019	0.5027	-6.21185934701317	18.7734686341555	7.08442847505494	4	"13.2.3.1.1"
"247533_at"	"At5g61570"	"signalling.receptor kinases.leucine rich repeat III"	0.6062	8e-04	0.5258	-5.67111747657122	17.1760697762069	1.83561858368056	5	"30.2.3"
"247534_at"	"At5g61580"	"glycolysis.plastid branch.phosphofructokinase (PFK)"	0.6931	1e-04	0.6421	-2.39134163806902	4.34498028538808	1.61205550603135	4	"4.2.5"
"247540_at"	"At5g61590"	"hormone metabolism.ethylene.signal transduction"	0.0097	9.999e-05	0.1578	4.76372706735197	12.3095111319682	32.1988920877471	4	"17.5.2"
"247541_at"	"At5g61660"	"not assigned.no ontology.glycine rich proteins"	0.5289	9.999e-05	0.3449	11.457528486585	-10.6584595052032	-13.5804922746477	4	"35.1.40"
"247543_at"	"At5g61600"	"hormone metabolism.ethylene.signal transduction"	0.1777	9.999e-05	0.9294	11.4011505620482	22.5573382951295	13.4078255852034	4	"17.5.2"
"247544_at"	"At5g61670"	"not assigned.unknown"	0.7528	9.999e-05	0.0233	-9.54800338256358	16.1232620298156	-1.78612543760843	4	"35.2"
"247545_at"	"At5g61530"	"signalling.G-proteins"	0.1036	9.999e-05	0.1634	-6.87620616010087	22.6957073985758	25.6337512816697	4	"30.5"
"247549_at"	"At5g61420"	"secondary metabolism.sulfur-containing.glucosinolates.regulation.aliphatic"	0.0389	9.999e-05	0.1037	-9.7467641458578	3.17439474287024	-17.9971998802438	4	"16.5.1.2.1"
"247550_at"	"At5g61370"	"not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"	0.1029	9.999e-05	0.0232	1.98239290612739	-9.03095578707691	74.9280243573462	7	"35.1.5"
"247552_at"	"At5g60920"	"cell wall.cellulose synthesis.COBRA"	0.0387	9.999e-05	0.5536	-6.33915825763866	-2.4404528136495	-9.93746404624713	4	"10.2.2"
"247555_at"	"At5g61020"	"not assigned.no ontology"	0.3163	9.999e-05	0.0538	4.12741715284617	-9.64482253863939	22.7129948247561	7	"35.1"
"247563_at"	"At5g61130"	"minor CHO metabolism.callose"	0.1939	9.999e-05	0.3878	3.0406082556946	-10.6181917566214	-14.8434701801535	7	"3.6"
"247565_at"	"At5g61150"	"RNA.regulation of transcription.putative transcription regulator"	0.7424	0.0055	0.2761	10.5932283843838	-7.37388699079118	1.85311785343712	7	"27.3.67"
"247566_at"	"At5g61170"	"protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S19"	0.1474	9.999e-05	0.0188	6.15571063297444	-22.2167094622645	0.670714926038519	7	"29.2.1.2.1.19"
"247569_at"	"At5g61240"	"stress.biotic"	0.7421	0.0161	0.5941	-2.75357313479176	0.463681355343751	6.23651315428354	7	"20.1"
"247570_at"	"At5g61250"	"not assigned.no ontology"	0.0174	9.999e-05	0.6644	17.0827870387713	47.5661245323877	28.9071423772089	4	"35.1"
"247571_at"	"At5g61210"	"cell.vesicle transport"	0.0093	9.999e-05	0.2068	2.58824967882592	31.7633571604528	31.9307583472983	4	"31.4"
"247572_at"	"At5g61220"	"not assigned.no ontology"	0.8566	9.999e-05	0.2227	4.12744193873159	-9.44074133792512	8.45269677055701	7	"35.1"
"247575_at"	"At5g61030"	"RNA.RNA binding"	0.2383	9.999e-05	0.0117	-2.29169114603372	-23.9346840661429	13.4840985199634	7	"27.4"
"247580_at"	"At5g61330"	"not assigned.no ontology"	0.7644	9.999e-05	0.4366	0.474977553902539	-9.80806718845158	5.60873232497904	7	"35.1"
"247583_at"	"At5g60750"	"protein.degradation"	0.0999	9.999e-05	0.1	6.35352662196576	-12.6912180773147	-14.6270402847632	4	"29.5"
"247584_at"	"At5g60670"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L12"	0.0551	9.999e-05	0.0112	2.86634704498467	-29.6315107233478	2.1119064799501	7	"29.2.1.2.2.12"
"247585_at"	"At5g60680"	"not assigned.unknown"	0.2005	9.999e-05	0.8234	11.5139877049359	4.60422534739551	4.57769125136888	4	"35.2"
"247587_at"	"At5g60620"	"not assigned.no ontology"	0.4058	9.999e-05	0.4923	-2.19250458157222	8.03444239329434	2.90993824644514	4	"35.1"
"247588_at"	"At5g60640"	"redox.thioredoxin"	0.4417	9.999e-05	0.4903	0.0169077173004391	-0.394107442583789	9.48529204476061	7	"21.1"
"247589_at"	"At5g60690"	"development.unspecified"	0.6073	9.999e-05	0.4437	2.31083025133778	-9.82813298725018	1.45740990731502	7	"33.99"
"247593_at"	"At5g60790"	"transport.ABC transporters and multidrug resistance systems"	0.146	9.999e-05	0.0356	0.935100316259298	-3.49135407366588	17.7093664897502	7	"34.16"
"247594_at"	"At5g60800"	"transport.misc"	0.0226	9.999e-05	0.1587	-0.405334323462975	57.8650222119368	26.3372935777504	4	"34.99"
"247597_at"	"At5g60860"	"signalling.G-proteins"	0.769	2e-04	0.0207	-18.5989102261274	5.36237855416456	22.6298180585161	3	"30.5"
"247600_at"	"At5g60890"	"secondary metabolism.sulfur-containing.glucosinolates.regulation.indole"	0.231	0.0035	0.3477	5.45739713419629	-17.1249329917997	-11.0737820427823	4	"16.5.1.2.3"
"247601_at"	"At5g60850"	"RNA.regulation of transcription.C2C2(Zn) DOF zinc finger family"	0.8716	9.999e-05	0.0032	-25.2911209723764	33.7404139294421	2.9447416250965	4	"27.3.8"
"247604_at"	"At5g60950"	"metal handling"	0.0092	9.999e-05	0.2205	11.3822885796542	93.0174052830294	35.620446357313	4	"15"
"247605_at"	"At5g60970"	"RNA.regulation of transcription.TCP transcription factor family"	0.8652	0.0227	0.8515	4.0749312602615	-5.3674905944475	-2.00203247043346	7	"27.3.29"
"247606_at"	"At5g61000"	"RNA.processing.RNA helicase"	0.3645	9.999e-05	0.1547	2.24155254618265	-16.8441411431363	3.27640315385414	7	"27.1.2"
"247607_at"	"At5g60960"	"not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"	0.7625	9.999e-05	0.2684	4.97669290729386	-9.64486227357028	10.191240301518	7	"35.1.5"
"247608_at"	"At5g60990"	"DNA.synthesis/chromatin structure"	0.3124	9.999e-05	0.0272	10.1822835394511	-22.427048859718	0.875822577845415	7	"28.1"
"247609_at"	"At5g60940"	"RNA.processing"	0.5932	1e-04	0.0098	13.7629205944895	-0.663239021423516	-16.8799010784329	5	"27.1"
"247611_at"	"At5g60710"	"protein.degradation.ubiquitin.E3.RING"	0.9484	9.999e-05	0.4545	0.526050111551475	7.0154438499581	-6.2836975287179	4	"29.5.11.4.2"
"247624_at"	"At5g60160"	"protein.degradation.aspartate protease"	0.8955	9.999e-05	0.5125	-2.98377921365517	-4.20720132566267	5.94929757451256	7	"29.5.4"
"247625_at"	"At5g60200"	"RNA.regulation of transcription.C2C2(Zn) DOF zinc finger family"	0.1689	9.999e-05	0.237	10.9684129360817	-22.2868023454694	-28.6643978745	7	"27.3.8"
"247627_at"	"At5g60360"	"protein.degradation.cysteine protease"	0.4277	9.999e-05	0.0445	-14.7498122728271	17.2819432774256	13.9463197461289	4	"29.5.3"
"247628_at"	"At5g60400"	"not assigned.unknown"	0.9772	0.0015	0.9181	1.93080547100144	5.93429700488396	-6.37861429811794	7	"35.2"
"247630_at"	"At5g60420"	"RNA.regulation of transcription.putative transcription regulator"	0.7742	9.999e-05	0.5533	-0.152365033189222	2.38584072604329	-4.29635535409545	4	"27.3.67"
"247632_at"	"At5g60460"	"protein.targeting.secretory pathway.unspecified"	0.1041	0.0012	0.1128	-7.81733589189169	18.5594397545133	30.0906067740011	3	"29.3.4.99"
"247635_at"	"At5g60550"	"protein.postranslational modification"	0.045	0.0114	0.6939	3.775482055116	10.8743762530056	10.9967112494711	5	"29.4"
"247637_at"	"At5g60600"	"secondary metabolism.isoprenoids.non-mevalonate pathway.HDS"	0.899	9.999e-05	0.0288	13.5901717420369	-2.74811661306174	-10.6962904325738	4	"16.1.1.6"
"247638_at"	"At5g60490"	"cell wall.cell wall proteins.AGPs"	0.7755	9.999e-05	0.452	8.9578617341936	-14.0594177427538	0.177760147297673	5	"10.5.1"
"247641_at"	"At5g60540"	"Co-factor and vitamine metabolism"	0.7895	9.999e-05	0.2001	10.4810436969098	-7.87438195171353	-5.11874005311182	4	"18"
"247642_at"	"At5g60590"	"not assigned.no ontology"	0.9023	5e-04	0.0599	-8.65596370910424	-11.2210332559513	26.251243069462	7	"35.1"
"247643_at"	"At5g60450"	"RNA.regulation of transcription.ARF, Auxin Response Factor family"	0.7609	9.999e-05	0.5648	5.58179419275333	-1.68936390277538	-8.6479534321261	7	"27.3.4"
"247644_s_at"	"At5g60390"	"protein.synthesis.elongation"	0.1159	9.999e-05	0.2708	-4.25586660080105	-11.6209114376364	0.977797294289628	5	"29.2.4"
"247649_at"	"At5g60030"	"not assigned.unknown"	0.6681	9.999e-05	0.8816	-5.25500937351257	-9.72611727852856	2.33647861875126	7	"35.2"
"247650_at"	"At5g59960"	"not assigned.unknown"	0.2313	9.999e-05	0.5499	-2.47395440588296	-2.26421520502057	-12.9935928815512	4	"35.2"
"247651_at"	"At5g59870"	"DNA.synthesis/chromatin structure.histone"	0.7792	9.999e-05	0.2926	4.12732563620973	-11.2613013583063	4.20669747316667	7	"28.1.3"
"247652_at"	"At5g59910"	"DNA.synthesis/chromatin structure.histone"	0.5502	9.999e-05	0.6429	-2.25865347039967	-8.41330578663458	2.49283326355573	7	"28.1.3"
"247653_at"	"At5g59950"	"RNA.RNA binding"	0.0955	9.999e-05	0.8088	-2.95089549508991	-7.9575442398533	-6.06141801926857	7	"27.4"
"247654_at"	"At5g59850"	"protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S15A"	0.9378	9.999e-05	0.1572	0.866781972525399	-12.4545124994772	11.9585085049734	7	"29.2.1.2.1.515"
"247656_at"	"At5g59890"	"cell.organisation"	0.3986	9.999e-05	0.0311	-6.08523244922115	13.8402816713274	0.127003308992933	4	"31.1"
"247658_at"	"At5g59880"	"cell.organisation"	0.8849	9.999e-05	0.2559	-3.80118670257229	5.29098515677741	-2.21727499378226	4	"31.1"
"247664_at"	"At5g60120"	"RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family"	0.3764	0.0089	0.908	11.5333051296871	3.36051062613626	5.73473275926825	7	"27.3.3"
"247668_at"	"At5g60100"	"RNA.regulation of transcription.Psudo ARR transcription factor family"	0.0094	9.999e-05	0.4243	-7.17506624706051	-16.2988252425274	-22.2670069696672	4	"27.3.66"
"247669_at"	"At5g60170"	"RNA.regulation of transcription.putative transcription regulator"	0.9311	9.999e-05	0.0679	-0.775390897208449	12.5884173874913	-11.3735098087872	4	"27.3.67"
"247671_at"	"At5g60210"	"not assigned.no ontology"	0.6616	9.999e-05	0.3158	-1.46150610481393	-12.2761714479587	7.8667260755483	7	"35.1"
"247677_at"	"At5g59420"	"cell.vesicle transport"	0.0192	9.999e-05	0.8639	8.71911075612023	14.9762266994504	13.67672683629	4	"31.4"
"247679_at"	"At5g59540"	"hormone metabolism.ethylene.synthesis-degradation"	0.3256	9.999e-05	0.032	-16.1098162133636	30.3439737127975	10.2662977018104	4	"17.5.1"
"247684_at"	"At5g59670"	"signalling.receptor kinases.leucine rich repeat I"	0.0762	9.999e-05	0.8341	13.8788500475741	34.9527216998003	22.8376926208898	4	"30.2.1"
"247687_at"	"At5g59740"	"protein.postranslational modification"	0.7304	9.999e-05	0.3955	-0.0680583197538761	21.7036613452388	-9.9831814919715	7	"29.4"
"247692_s_at"	"At5g59690"	"cell.organisation"	0.2009	9.999e-05	0.2666	-1.62810596851165	-13.9429166624316	0.90940630086231	7	"31.1"
"247693_at"	"At5g59730"	"RNA.regulation of transcription.unclassified"	0.5146	9.999e-05	0.584	2.67509505268852	-2.96727894622276	12.9480269111225	4	"27.3.99"
"247694_at"	"At5g59750"	"Co-factor and vitamine metabolism.riboflavin.GTP cyclohydrolase II"	0.0782	9.999e-05	0.6293	-3.80108892722689	-11.4612474725658	-15.6894599823588	4	"18.3.1"
