"Probe_Set_ID"	"Transcript_ID_Array_Design_"	"Variance_Residual"	"SumVariance"	"SampleVariance"	"RSquare"	"F_T3_co2"	"F_T3_dev"	"F_T3_co2_dev"	"PrF_T3_co2"	"PrF_T3_dev"	"PrF_T3_co2_dev"	"Lsmean_co2_A"	"Lsmean_co2_E"	"Lsmean_dev_expanding"	"Lsmean_dev_fullexpand"	"Lsmean_dev_primordia"	"LinearLsmean_A_expanding"	"linearLsmean_A_fullexpand"	"linearLsmean_A_primordia"	"linearLsmean_E_expanding"	"linearLsmean_E_fullexpand"	"linearLsmean_E_primordia"	"percentage_A_PvX"	"percentage_A_PvE"	"percentage_A_EvX"	"percentage_E_PvX"	"percentage_E_PvE"	"percentage_E_EvX"	"neglog10pvalue_A_expanding_E_expanding"	"neglog10pvalue_A_fullexpand_E_fullexpand"	"neglog10pvalue_A_primordia_E_primordia"	"Cluster"	"Lsmean_A_expanding"	"Lsmean_A_fullexpand"	"Lsmean_A_primordia"	"Lsmean_E_expanding"	"Lsmean_E_fullexpand"	"Lsmean_E_primordia"	"BINCODE"	"NAME"	"BINCODE2"	"NAME2"	"BINCODE3"	"NAME3"	"percentchangeco2_primordia"	"percentchangeco2_expanding"	"percentchangeco2_fullexpand"
"251982_at"	"At3g53190"	0.082082	0.082082	2.401606	0.97396	5.58041	295.232	1.19967	0.0312	9.999e-05	0.327	1.563924	1.272678	1.436605	-0.33124	3.149536	3.028562	0.943687	9.042728	2.419279	0.669493	8.707835	-66.5083	-89.5641	-68.8404	-72.2172	-92.3116	-72.3268	0.732891	1.577449	0.101515	7	1.598633	-0.08362	3.176758	1.274577	-0.57886	3.122314	"10.6.3"	"cell wall.degradation.pectate lyases and polygalacturonases"	NA	NA	NA	NA	-3.70345099399209	-20.1178975368508	-29.0556084803542
"251990_at"	"At3g53320"	0.043642	0.043642	0.844518	0.960627	0.49834	191.085	3.75382	0.4904	9.999e-05	0.0461	-1.61622	-1.67969	-2.15291	-2.33673	-0.45422	0.220774	0.226839	0.693011	0.229019	0.172755	0.768763	-68.1428	-67.2676	2.747266	-70.2094	-77.5282	-24.5674	0.118914	1.766644	0.486677	7	-2.17936	-2.14026	-0.52905	-2.12646	-2.5332	-0.37939	"28.1"	"DNA.synthesis/chromatin structure"	NA	NA	NA	NA	10.9308510254527	3.7345883120295	-23.8424609524817
"251994_at"	"At3g52890"	0.048095	0.048095	0.230769	0.84121	3.92388	35.8278	4.21257	0.0651	9.999e-05	0.0339	-0.72039	-0.90734	-0.89429	-1.23346	-0.31384	0.54133	0.516557	0.799544	0.534714	0.350158	0.809481	-32.2952	-35.3936	-4.57627	-33.9436	-56.7429	-34.5148	0.035124	2.635618	0.040991	7	-0.88542	-0.953	-0.32275	-0.90316	-1.51392	-0.30493	"29.4"	"protein.postranslational modification"	NA	NA	NA	NA	1.24283341504657	-1.22217501339293	-32.2130955538305
"251997_at"	"At3g53020"	0.0105	0.0105	0.499999	0.984	3.07067	480.051	11.3045	0.0989	9.999e-05	9e-04	4.1494	4.07213	4.053792	3.346741	4.931763	18.95447	9.739266	30.27221	14.55172	10.62704	30.77323	-37.3866	-67.8277	-48.6176	-52.713	-65.4666	-26.9706	3.491453	0.993092	0.126083	7	4.244466	3.283813	4.919922	3.863118	3.409668	4.943604	"29.2.1.2.2.24"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L24"	NA	NA	NA	NA	1.65504930099256	-23.2280301163789	9.11540972389499
"252009_at"	"At3g52800"	0.044762	0.044762	1.743444	0.980439	4.61157	397.684	1.40005	0.0474	9.999e-05	0.2752	-0.17422	0.021294	0.3632	1.15509	-1.74768	1.111875	2.176775	0.287603	1.488031	2.278348	0.308318	286.6009	656.8682	95.77506	382.6291	638.9609	53.11154	1.567983	0.176551	0.29076	4	0.152995	1.122192	-1.79785	0.573405	1.187988	-1.69751	"27.3.11"	"RNA.regulation of transcription.C2H2 zinc finger family"	NA	NA	NA	NA	7.20263696832091	33.8307813378303	4.66621492804721
"252022_at"	"At3g52930"	0.009098	0.009098	0.19564	0.964569	0.46202	213.625	4.11625	0.5064	9.999e-05	0.0361	4.13996	4.112061	4.108805	3.641907	4.627319	18.44815	12.06208	24.62531	16.13595	12.91885	24.80515	-25.0846	-51.0175	-34.6163	-34.9492	-47.9187	-19.9375	1.608885	0.791739	0.05638	7	4.205404	3.592407	4.62207	4.012207	3.691406	4.632568	"4.3.11"	"glycolysis.unclear/dually targeted.aldolase"	NA	NA	NA	NA	0.730305527118246	-12.5335060697143	7.10300379370723
"252023_at"	"At3g52920"	0.007162	0.007162	0.231504	0.976428	8.91004	322.866	4.81702	0.0087	9.999e-05	0.023	1.367608	1.258898	1.153076	0.870544	1.916138	2.40377	1.923163	3.716753	2.057444	1.738216	3.832357	-35.3261	-48.2569	-19.9939	-46.3139	-54.6437	-15.5158	2.29748	1.571392	0.327024	7	1.265299	0.943481	1.894043	1.040853	0.797607	1.938232	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	3.11034927529486	-14.4076180333393	-9.61681355142544
"252024_at"	"At3g52880"	0.007925	0.007925	0.115354	0.947656	9.23443	139.991	0.35666	0.0078	9.999e-05	0.7054	2.274346	2.390761	2.486735	2.607727	1.903198	5.328528	5.824418	3.648208	5.895986	6.379043	3.834953	46.05877	59.65149	9.306334	53.74335	66.33952	8.192988	1.209234	1.271784	0.56961	4	2.413737	2.542114	1.867188	2.559733	2.67334	1.939209	"21.2"	"redox.ascorbate and glutathione"	NA	NA	NA	NA	5.11881449741901	10.6494326388076	9.52241065115863
"252026_at"	"At3g53030"	0.02326	0.02326	0.032136	0.448518	0.12649	1.68181	4.82378	0.7267	0.2173	0.0229	-0.99377	-0.97043	-1.07137	-0.93781	-0.93713	0.427623	0.559128	0.529613	0.529554	0.487384	0.515027	-19.2575	5.572933	30.75263	2.820647	-5.36735	-7.96337	1.605495	1.071399	0.146512	2	-1.22559	-0.83875	-0.91699	-0.91715	-1.03687	-0.95728	"29.4"	"protein.postranslational modification"	NA	NA	NA	NA	-2.75408647446343	23.8366505075733	-12.831408908157
"252027_at"	"At3g52850"	0.008312	0.008312	0.131017	0.951663	8.1601	144.709	10.0773	0.0114	9.999e-05	0.0015	1.670505	1.782579	1.638428	2.152161	1.389038	2.759713	4.319792	2.705762	3.512107	4.573691	2.535097	1.993909	59.6516	56.53052	38.53937	80.41484	30.2264	3.593721	0.658692	0.784663	2	1.464518	2.110962	1.436035	1.812337	2.193359	1.342041	"29.3.4.3"	"protein.targeting.secretory pathway.vacuole"	NA	NA	NA	NA	-6.30746532769697	27.2634871814569	5.87757466100221
"252028_at"	"At3g52650"	0.05735	0.05735	0.099136	0.559241	12.5501	0.95638	4.1121	0.0027	0.4052	0.0362	-2.56561	-2.93069	-2.77271	-2.65533	-2.81641	0.193081	0.169583	0.147199	0.110898	0.148576	0.136915	31.1702	15.20633	-12.1703	-19.0019	8.51692	33.97465	3.069493	0.558344	0.262909	1	-2.37272	-2.55994	-2.76416	-3.17269	-2.75073	-2.86865	"34.99"	"transport.misc"	NA	NA	NA	NA	-6.98646050584582	-42.5640016366188	-12.3874444962054
"252029_s_at"	"At3g52660"	0.08362	0.08362	0.397048	0.839539	5.14423	35.6746	4.39846	0.0375	9.999e-05	0.03	-0.42498	-0.14274	-0.57137	-0.7077	0.42749	0.505559	0.621506	1.315183	0.895838	0.603217	1.375272	-61.5598	-52.7438	22.93451	-34.861	-56.1383	-32.6645	2.524231	0.077923	0.121091	7	-0.98405	-0.68616	0.395264	-0.15869	-0.72925	0.459717	"27.4"	"RNA.RNA binding"	NA	NA	NA	NA	4.56886988350671	77.1975179949324	-2.94269081875316
"252036_at"	"At3g52070"	0.030671	0.030671	0.146745	0.840757	14.1034	31.009	3.64443	0.0017	9.999e-05	0.0496	-0.62469	-0.90771	-0.62362	-0.51129	-1.1637	0.694925	0.849691	0.462008	0.606185	0.579307	0.431257	50.41412	83.91256	22.27081	40.56233	34.32986	-4.43396	0.728045	3.4057	0.362428	4	-0.52507	-0.23499	-1.11401	-0.72217	-0.7876	-1.21338	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-6.65594535159564	-12.7697233514408	-31.8214503860815
"252037_at"	"At3g51920"	0.055221	0.055221	1.137759	0.963021	4.2526	202.882	3.70388	0.0558	9.999e-05	0.0477	1.356188	1.564724	1.680745	2.521057	0.179565	2.753493	5.071481	1.201547	3.732722	6.4967	1.067501	129.1623	322.0793	84.18352	249.669	508.5893	74.04725	1.442509	1.326365	0.495275	4	1.461263	2.342407	0.264893	1.900228	2.699707	0.094238	"30.3"	"signalling.calcium"	NA	NA	NA	NA	-11.1561179046679	35.5631555990881	28.1026193334846
"252038_at"	"At3g52120"	0.013458	0.013458	0.018768	0.45364	2.01208	1.49016	3.68647	0.1752	0.255	0.0482	-1.01382	-0.94301	-0.95923	-0.94025	-1.03577	0.529136	0.477953	0.480261	0.499945	0.568239	0.495367	10.17676	-0.48058	-9.67295	0.92405	14.7107	13.66042	0.39773	2.110756	0.226571	6	-0.91829	-1.06506	-1.05811	-1.00016	-0.81543	-1.01343	"27.1"	"RNA.processing"	NA	NA	NA	NA	3.14537303674461	-5.51672915847723	18.8901419177199
"252041_at"	"At3g52090"	0.005277	0.005277	0.111882	0.964066	5.26645	211.582	0.24199	0.0356	9.999e-05	0.7879	1.809774	1.738037	1.728271	1.424866	2.168579	3.374989	2.781201	4.59075	3.25275	2.591923	4.40282	-26.4828	-39.4173	-17.5938	-26.1212	-41.1304	-20.3159	0.416988	1.185678	0.589106	7	1.754883	1.475708	2.19873	1.70166	1.374023	2.138428	"27.2"	"RNA.transcription"	NA	NA	NA	NA	-4.09366661220933	-3.62190810103381	-6.80562102487378
"252043_at"	"At3g52390"	0.029714	0.029714	0.287827	0.921345	2.74002	87.278	5.39331	0.1173	9.999e-05	0.0162	-0.42959	-0.55238	-0.43481	-1.08673	0.048584	0.823249	0.517518	0.960688	0.66479	0.428349	1.113444	-14.3064	-46.1305	-37.1371	-40.2943	-61.5293	-35.5662	1.360856	1.40045	1.00055	7	-0.2806	-0.95032	-0.05786	-0.58903	-1.22314	0.155029	"28.99"	"DNA.unspecified"	NA	NA	NA	NA	15.9006878403811	-19.2480039453434	-17.2301253289741
"252047_at"	"At3g52490"	0.082235	0.082235	0.279979	0.776215	8.06285	19.3454	3.82658	0.0118	9.999e-05	0.0438	-1.56672	-1.91713	-1.50366	-2.26605	-1.45605	0.369624	0.275946	0.377163	0.33647	0.156631	0.35224	-1.99889	-26.8363	-25.344	-4.477	-55.5329	-53.4488	0.243651	3.012949	0.198413	5	-1.43587	-1.85754	-1.40674	-1.57145	-2.67456	-1.50537	"20.2.1"	"stress.abiotic.heat"	NA	NA	NA	NA	-6.60801828387197	-8.96965565006602	-43.2385321765853
"252053_at"	"At3g52400"	0.258882	0.258882	2.761304	0.928569	15.2932	96.2491	0.07162	0.0012	9.999e-05	0.9312	-1.37769	-0.52143	-0.53361	0.576965	-2.89203	0.501357	1.153432	0.098557	0.951892	1.929194	0.184136	408.6982	1070.321	130.062	416.9519	947.7031	102.6694	1.39044	1.253532	1.631277	4	-0.99609	0.205933	-3.3429	-0.07113	0.947998	-2.44116	"31.4"	"cell.vesicle transport"	NA	NA	NA	NA	86.8319855515082	89.8631115153473	67.2568473910902
"252055_at"	"At3g52580"	0.012928	0.012928	0.881291	0.988823	3.23158	696.49	10.5755	0.0911	9.999e-05	0.0012	2.869561	2.781603	2.702881	1.830383	3.943481	7.535676	3.457365	14.98319	5.62567	3.658099	15.79821	-49.7058	-76.925	-54.12	-64.3905	-76.8449	-34.9749	3.477577	0.486422	0.448528	7	2.913737	1.789673	3.905273	2.492025	1.871094	3.981689	"29.2.1.2.1.14"	"protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S14"	NA	NA	NA	NA	5.43956260315726	-25.3461799578432	5.80598230155046
"252076_at"	"At3g51660"	0.052359	0.052359	0.08135	0.509619	12.3538	0.32754	1.97723	0.0029	0.7254	0.1709	-0.17116	0.17494	-0.03442	0.05658	-0.01648	0.840518	0.868447	0.95971	1.134301	1.245435	1.018444	-12.4196	-9.50939	3.322897	11.37582	22.28801	9.797637	1.465445	2.266975	0.219219	6	-0.25065	-0.20349	-0.05933	0.181803	0.31665	0.026367	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	6.11997374206791	34.9526125555907	43.4094423724188
"252089_at"	"At3g52110"	0.046122	0.046122	2.626228	0.986619	5.11411	582.508	5.68582	0.038	9.999e-05	0.0136	-1.04116	-1.25016	-1.43107	-2.82184	0.815918	0.465906	0.144864	1.700106	0.295197	0.138077	1.822869	-72.5955	-91.4791	-68.907	-83.8059	-92.4253	-53.2253	2.761698	0.183975	0.286371	7	-1.10189	-2.78723	0.765625	-1.76025	-2.85645	0.866211	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	7.2209026966554	-36.64022356441	-4.68508394079964
"252093_at"	"At3g51500"	0.02005	0.02005	0.060349	0.746874	1.93482	16.9466	6.23189	0.1833	1e-04	0.01	-1.18523	-1.10048	-1.38371	-0.93951	-1.10535	0.333184	0.534518	0.477506	0.440801	0.50862	0.452412	-30.2241	11.93956	60.42734	-2.56649	12.424	15.38534	2.521532	0.314694	0.34871	2	-1.58561	-0.90369	-1.06641	-1.1818	-0.97534	-1.14429	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-5.255221923913	32.2995702074529	-4.8451127932081
"252095_at"	"At3g51000"	0.069354	0.069354	1.079916	0.951069	6.61318	149.103	3.572	0.0205	9.999e-05	0.0522	-0.16663	0.12481	0.00887	1.100891	-1.17249	0.827907	1.84381	0.463259	1.222811	2.49509	0.424884	78.71367	298.0087	122.7075	187.7991	487.2407	104.0454	1.728293	1.490145	0.290353	4	-0.27246	0.88269	-1.11011	0.290202	1.319092	-1.23486	"26.1"	"misc.misc2"	NA	NA	NA	NA	-8.28370306890961	47.6990773118237	35.3225115386076
"252101_at"	"At3g51300"	0.074762	0.074762	0.698251	0.918423	5.09628	85.273	2.13841	0.0383	9.999e-05	0.1503	-1.82225	-2.08788	-2.26375	-2.66003	-0.94141	0.225658	0.192369	0.520901	0.192147	0.130126	0.52055	-56.6793	-63.0699	-14.7519	-63.0878	-75.0023	-32.2778	0.502654	1.996535	0.001727	7	-2.14779	-2.37805	-0.94092	-2.37972	-2.94202	-0.94189	"30.5"	"signalling.G-proteins"	NA	NA	NA	NA	-0.0673832455687338	-14.8503487578548	-32.3560448928882
"252106_at"	"At3g51480"	0.049692	0.049692	0.096434	0.607391	6.85609	5.70923	3.17401	0.0186	0.0134	0.069	-1.8308	-2.08198	-1.72713	-2.01434	-2.12769	0.329445	0.297679	0.226514	0.276935	0.205824	0.231159	45.4416	31.41774	-9.64227	19.80266	-10.9603	-25.6781	0.726514	2.415684	0.068091	5	-1.60189	-1.74817	-2.14233	-1.85238	-2.28052	-2.11304	"30.1.1"	"signalling.in sugar and nutrient physiology"	NA	NA	NA	NA	2.05064587619309	-15.9389275903413	-30.857064152997
"252114_at"	"At3g51450"	0.059457	0.059457	0.295965	0.846938	30.3536	26.1732	2.90402	9.999e-05	9.999e-05	0.084	-1.05324	-0.47512	-0.95435	-0.25397	-1.08423	0.414326	0.626575	0.431039	0.642813	1.122335	0.516074	-3.87724	45.364	51.22745	24.5582	117.4757	74.59763	2.237626	3.775313	0.81986	6	-1.27116	-0.67444	-1.21411	-0.63753	0.166504	-0.95435	"16.4.1"	"secondary metabolism.N misc.alkaloid-like"	NA	NA	NA	NA	19.7279132514691	55.1466719443144	79.1222120256953
"252117_at"	"At3g51430"	0.136843	0.136843	0.681074	0.846916	7.43976	38.5042	2.22456	0.0149	9.999e-05	0.1405	-0.50137	-0.06717	-0.19442	0.479309	-1.1377	0.709822	1.086547	0.457109	1.075966	1.788645	0.451876	55.28516	137.6999	53.07312	138.1106	295.8262	66.23625	1.191489	1.845936	0.022194	4	-0.49447	0.119751	-1.12939	0.105632	0.838867	-1.146	"16.4.1"	"secondary metabolism.N misc.alkaloid-like"	NA	NA	NA	NA	-1.14480353701196	51.5825094178541	64.6173612370197
"252124_at"	"At3g51010"	0.012059	0.012059	0.173435	0.947023	1.1053	138.026	3.94767	0.3087	9.999e-05	0.0404	1.512953	1.562636	1.337321	1.209778	2.066284	2.65706	2.180462	4.012204	2.402957	2.453637	4.371638	-33.7755	-45.6543	-17.937	-45.033	-43.8737	2.109068	0.901913	1.362192	0.884439	7	1.409831	1.124634	2.004395	1.264811	1.294922	2.128174	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	8.95851756291555	-9.56331433990953	12.5283082209183
"252126_at"	"At3g50950"	0.042501	0.042501	0.915319	0.964623	12.1369	209.114	2.99673	0.0031	9.999e-05	0.0785	1.37656	1.685628	2.179769	2.130188	0.283325	4.009941	3.633727	1.201343	5.119337	5.274104	1.232854	233.7882	202.4721	-9.38203	315.2428	327.7963	3.023182	1.279033	2.699771	0.096351	4	2.003581	1.86145	0.264648	2.355957	2.398926	0.302002	"20.1.7"	"stress.biotic.PR-proteins"	NA	NA	NA	NA	2.62298111363697	27.6661427188081	45.1430996329664
"252131_at"	"At3g50930"	0.582928	0.582928	3.081474	0.855869	7.80288	43.5233	0.29292	0.013	9.999e-05	0.75	-1.67959	-0.76181	-0.64526	0.214417	-3.23126	0.409402	0.88581	0.083885	0.998532	1.519672	0.135177	388.0504	955.9796	116.3669	638.6854	1024.21	52.19068	1.254208	0.773416	0.656584	4	-1.28841	-0.17493	-3.57544	-0.00212	0.60376	-2.88708	"29.5.9"	"protein.degradation.AAA type"	NA	NA	NA	NA	61.1456160219348	143.900127503041	71.5573317077025
"252133_at"	"At3g50900"	0.204995	0.204995	0.466917	0.665494	0.56807	10.6116	5.23574	0.462	0.0012	0.0178	-0.9782	-0.83135	-0.90617	-0.38263	-1.42554	0.380453	0.748415	0.459358	0.748394	0.786125	0.301711	-17.1772	62.92636	96.71678	148.0498	160.5554	5.041542	1.749157	0.082241	1.116818	2	-1.39421	-0.41809	-1.12231	-0.41813	-0.34717	-1.72876	"28.99"	"DNA.unspecified"	NA	NA	NA	NA	-34.3189843215967	96.711288910851	5.03864834349925
"252134_at"	"At3g50910"	0.017347	0.017347	0.171557	0.922962	8.31414	89.2994	2.89171	0.0108	9.999e-05	0.0847	-0.05193	0.111491	0.074626	0.445984	-0.43127	0.952004	1.261237	0.74759	1.164907	1.471338	0.73567	27.34303	68.7069	32.48224	58.3465	99.99986	26.3052	1.80895	1.52747	0.093397	4	-0.07096	0.334839	-0.41968	0.220215	0.557129	-0.44287	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-1.59445685469307	22.3636665392162	16.6583282919864
"252135_at"	"At3g50830"	0.009685	0.009685	0.934007	0.9921	0.00061	993.772	10.6209	0.9806	9.999e-05	0.0012	0.893134	0.89209	0.942301	1.963928	-0.22839	1.738902	4.1157	0.895081	2.123473	3.697933	0.814011	94.27321	359.8132	136.6838	160.8655	354.2854	74.14548	2.608247	1.384147	1.176371	4	0.798177	2.041138	-0.15991	1.086426	1.886719	-0.29688	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	-9.05728084944267	22.1157374021078	-10.1505697694196
"252158_at"	"At3g50530"	0.016777	0.016777	0.020285	0.369849	5.62313	1.81431	0.22073	0.0306	0.1949	0.8043	1.334676	1.202501	1.279704	1.201965	1.324097	2.588417	2.376201	2.608646	2.27732	2.227265	2.403094	-0.77545	-8.91054	-8.19867	-5.23383	-7.31678	-2.19799	1.000678	0.490677	0.668716	1	1.37207	1.248657	1.383301	1.187337	1.155273	1.264893	"29.4"	"protein.postranslational modification"	NA	NA	NA	NA	-7.87964330921098	-12.0188130428752	-6.2678199361081
"252164_at"	"At3g50620"	0.057325	0.057325	0.661472	0.933971	5.89319	109.022	1.65871	0.0274	9.999e-05	0.2215	-1.73946	-1.98958	-2.13452	-2.58771	-0.87134	0.270971	0.179413	0.552498	0.191412	0.154237	0.540842	-50.9553	-67.5268	-33.7887	-64.6086	-71.4821	-19.4213	1.682831	0.665744	0.066462	7	-1.88379	-2.47864	-0.85596	-2.38525	-2.69678	-0.88672	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	-2.10969089480867	-29.3607064962671	-14.0324279734467
"252165_at"	"At3g50550"	0.017641	0.017641	0.091475	0.853066	1.92255	40.0916	5.50412	0.1846	9.999e-05	0.0152	-0.21448	-0.13523	-0.46883	0.160217	-0.21594	0.688682	1.019393	0.911895	0.758079	1.224952	0.812911	-24.4779	11.78836	48.02081	-6.74519	50.687	61.58631	0.658068	1.910918	1.014904	3	-0.53809	0.02771	-0.13306	-0.39958	0.292725	-0.29883	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-10.8547584974147	10.0767843503968	20.1648431959019
"252168_at"	"At3g50440"	0.027787	0.027787	1.70376	0.987574	3.79947	628.693	4.53725	0.069	9.999e-05	0.0275	0.450127	0.310303	0.811605	1.603088	-1.27405	1.696275	3.522325	0.426755	1.816095	2.620147	0.400652	297.4821	725.374	107.6506	353.2855	553.9716	44.27367	0.318916	2.639753	0.345792	4	0.76237	1.816528	-1.22852	0.86084	1.389648	-1.31958	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	-6.11662429262691	7.06371313613654	-25.6131390487817
"252170_at"	"At3g50480"	0.26081	0.26081	6.334928	0.968632	15.5318	239.219	0.19945	0.0012	9.999e-05	0.8212	1.032864	1.89898	2.599365	3.546936	-1.74854	4.223535	9.188498	0.220723	8.695566	14.86701	0.401263	1813.499	4062.906	117.5547	2067.049	3605.055	70.97235	1.624419	1.139405	1.528351	4	2.078451	3.199829	-2.17969	3.12028	3.894043	-1.31738	"20.1"	"stress.biotic"	NA	NA	NA	NA	81.7948288125841	105.883602243145	61.8002202318595
"252175_at"	"At3g50700"	0.013777	0.013777	0.052885	0.801514	8.95947	22.9452	4.39781	0.0086	9.999e-05	0.0301	-0.10299	-0.25418	-0.11515	-0.40277	-0.01782	0.949211	0.854451	0.99527	0.898064	0.669609	0.980229	-4.62785	-14.1488	-9.98296	-8.38219	-31.6885	-25.4386	0.380245	3.202287	0.099856	5	-0.0752	-0.22693	-0.00684	-0.15511	-0.57861	-0.02881	"27.3.11"	"RNA.regulation of transcription.C2H2 zinc finger family"	NA	NA	NA	NA	-1.51124820400494	-5.38836991985976	-21.6328379275113
"252179_at"	"At3g50760"	0.072481	0.072481	0.143767	0.61588	1.70424	6.91225	5.12008	0.2102	0.0069	0.0191	-1.92322	-1.77197	-2.14722	-1.78461	-1.61096	0.208947	0.240517	0.364735	0.2439	0.350277	0.29385	-42.7126	-34.0571	15.10895	-16.9985	19.20295	43.61535	0.487913	1.935331	0.917218	3	-2.25879	-2.05579	-1.45508	-2.03564	-1.51343	-1.76685	"26.2"	"misc.UDP glucosyl and glucoronyl transferases"	NA	NA	NA	NA	-19.4346580393985	16.7281655156571	45.6350278774473
"252180_at"	"At3g50630"	0.011348	0.011348	0.015674	0.448366	5.3026	1.43003	1.81471	0.0351	0.2683	0.1948	-0.74993	-0.8555	-0.76587	-0.78656	-0.85571	0.586344	0.623616	0.57501	0.589858	0.538923	0.531046	1.971077	8.453003	6.356632	11.07468	1.483136	-8.63522	0.03516	1.887287	0.832085	4	-0.77018	-0.68127	-0.79834	-0.76156	-0.89185	-0.91309	"31.3"	"cell.cycle"	NA	NA	NA	NA	-7.64578007339003	0.59930689151761	-13.5809536637931
"252184_at"	"At3g50660"	0.034383	0.034383	0.239898	0.890801	3.46618	58.3461	4.82657	0.0811	9.999e-05	0.0229	-0.65097	-0.79953	-0.11076	-0.89447	-1.17053	0.927828	0.636517	0.437356	0.924381	0.454638	0.451266	112.1449	45.53741	-31.3972	104.8418	0.747218	-50.8171	0.012272	2.714068	0.133726	4	-0.10807	-0.65173	-1.19312	-0.11344	-1.13721	-1.14795	"17.3.1.1.2"	"hormone metabolism.brassinosteroid.synthesis-degradation.BRs.DWF4"	NA	NA	NA	NA	3.18047540218952	-0.371512823497456	-28.5740993563408
"252185_at"	"At3g50780"	0.015314	0.015314	0.062252	0.812575	7.79946	28.495	2.05485	0.013	9.999e-05	0.1606	0.097968	-0.05075	0.065511	-0.22858	0.233887	1.089278	0.943053	1.193441	1.005317	0.772411	1.158812	-8.72795	-20.9804	-13.4241	-13.2459	-33.3446	-23.1674	0.570371	2.336587	0.197964	5	0.123372	-0.08459	0.255127	0.00765	-0.37256	0.212646	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-2.90160971510113	-7.70794966941405	-18.0946351901749
"252188_at"	"At3g50860"	0.009298	0.009298	0.010808	0.344493	0.49431	0.32443	3.74893	0.4921	0.7276	0.0462	-0.66964	-0.64046	-0.6438	-0.64337	-0.67798	0.614238	0.619197	0.653265	0.666894	0.661948	0.598034	-5.97411	-5.21504	0.807292	11.5144	10.68732	-0.74168	0.820176	0.752153	1.096732	6	-0.70313	-0.69153	-0.61426	-0.58447	-0.59521	-0.7417	"31.4"	"cell.vesicle transport"	NA	NA	NA	NA	-8.45460877285635	8.57257284635598	6.90426471704482
"252193_at"	"At3g50060"	0.021384	0.021384	0.042104	0.613042	19.4184	1.99773	1.60879	4e-04	0.1681	0.2309	-0.9054	-0.62809	-0.84546	-0.68817	-0.7666	0.48336	0.560171	0.562023	0.640784	0.687637	0.614762	-13.9963	-0.32939	15.89112	4.232848	11.85424	7.311895	2.442508	1.945644	0.640568	6	-1.04883	-0.83606	-0.8313	-0.64209	-0.54028	-0.7019	"27.3.25"	"RNA.regulation of transcription.MYB domain transcription factor family"	NA	NA	NA	NA	9.38377966738016	32.5686858656074	22.7548373621626
"252204_at"	"At3g50340"	0.049844	0.049844	0.166337	0.771692	5.3913	23.1552	0.75249	0.0338	9.999e-05	0.4872	-1.71149	-1.93457	-1.6259	-2.26862	-1.57458	0.330339	0.234013	0.368271	0.3178	0.184042	0.306082	-10.3	-36.4563	-29.1598	3.82832	-39.8715	-42.0886	0.117271	1.364095	0.957225	5	-1.59798	-2.09534	-1.44116	-1.65381	-2.44189	-1.70801	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-16.8867491602651	-3.79579765029257	-21.353941875024
"252206_at"	"At3g50360"	0.020443	0.020443	0.05486	0.716087	3.76229	13.6958	4.53517	0.0703	3e-04	0.0275	1.511542	1.630887	1.339925	1.733459	1.640259	2.437635	2.955903	3.216623	2.628734	3.74073	3.020884	-24.2176	-8.1054	21.26112	-12.9813	23.82898	42.30161	0.43791	2.400046	0.416133	3	1.285482	1.563599	1.685547	1.394368	1.90332	1.594971	"28.1"	"DNA.synthesis/chromatin structure"	NA	NA	NA	NA	-6.08523286689176	7.83952478529394	26.5511757320859
"252208_at"	"At3g50380"	0.010616	0.010616	0.020719	0.6096	4.98788	8.97146	0.69206	0.0402	0.0024	0.5149	0.250773	0.349799	0.398356	0.173767	0.328735	1.300355	1.093002	1.185189	1.335894	1.164119	1.330856	9.717146	-7.77825	-15.9459	0.378619	-12.5286	-12.8585	0.187066	0.638448	1.448964	5	0.378906	0.128296	0.245117	0.417806	0.219238	0.412354	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	12.2906135645876	2.73302290528356	6.50657546829739
"252225_at"	"At3g49870"	0.066138	0.066138	0.256589	0.803611	0.4645	27.4847	4.74534	0.5053	9.999e-05	0.0241	0.120104	0.044678	-0.12215	0.633606	-0.26428	0.825855	1.861366	0.835082	1.022243	1.293114	0.830153	-1.10496	122.8962	125.3866	23.13902	55.76812	26.49777	0.790235	1.972088	0.016327	2	-0.27604	0.896362	-0.26001	0.031738	0.37085	-0.26855	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-0.590241437367823	23.7799613733646	-30.5287622101188
